NIM,Nama Mahasiswa,Jenis Kelamin,Tanggal Lahir,Alamat,Program Studi,Tahun Masuk
NIM01671,Mahasiswa_1671,Perempuan,12/10/1996 0:00,Medan,Hukum,2019
NIM01672,Mahasiswa_1672,Laki-Laki,6/28/1996 0:00,Jakarta,Manajemen,2021
NIM01673,Mahasiswa_1673,Perempuan,7/18/1996 0:00,Yogyakarta,Manajemen,2019
NIM01674,Mahasiswa_1674,Laki-Laki,7/22/1998 0:00,Surabaya,Hukum,2018
NIM01675,Mahasiswa_1675,Laki-Laki,3/2/1995 0:00,Medan,Manajemen,2017
NIM01676,Mahasiswa_1676,Laki-Laki,7/11/1998 0:00,Bandung,Teknik Informatika,2023
NIM01677,Mahasiswa_1677,Laki-Laki,1/5/1996 0:00,Bandung,Teknik Informatika,2017
NIM01678,Mahasiswa_1678,Laki-Laki,8/25/1999 0:00,Jakarta,Hukum,2017
NIM01679,Mahasiswa_1679,Perempuan,6/30/1997 0:00,Surabaya,Kedokteran,2017
NIM01680,Mahasiswa_1680,Perempuan,11/7/2002 0:00,Yogyakarta,Teknik Informatika,2023
NIM01681,Mahasiswa_1681,Perempuan,2/6/1998 0:00,Bandung,Teknik Informatika,2022
NIM01682,Mahasiswa_1682,Perempuan,2/25/1995 0:00,Jakarta,Hukum,2023
NIM01683,Mahasiswa_1683,Laki-Laki,8/25/1995 0:00,Surabaya,Akuntansi,2022
NIM01684,Mahasiswa_1684,Laki-Laki,12/23/2004 0:00,Surabaya,Manajemen,2023
NIM01685,Mahasiswa_1685,Laki-Laki,12/15/1997 0:00,Jakarta,Teknik Informatika,2023
NIM01686,Mahasiswa_1686,Laki-Laki,7/16/2003 0:00,Jakarta,Akuntansi,2019
NIM01687,Mahasiswa_1687,Perempuan,3/14/2001 0:00,Yogyakarta,Kedokteran,2022
NIM01688,Mahasiswa_1688,Laki-Laki,2/28/1996 0:00,Jakarta,Akuntansi,2019
NIM01689,Mahasiswa_1689,Laki-Laki,8/28/2003 0:00,Yogyakarta,Hukum,2021
NIM01690,Mahasiswa_1690,Perempuan,1/2/2004 0:00,Yogyakarta,Kedokteran,2019
NIM01691,Mahasiswa_1691,Perempuan,12/25/1996 0:00,Medan,Kedokteran,2017
NIM01692,Mahasiswa_1692,Perempuan,7/7/1997 0:00,Surabaya,Akuntansi,2020
NIM01693,Mahasiswa_1693,Perempuan,11/2/2004 0:00,Surabaya,Hukum,2020
NIM01694,Mahasiswa_1694,Laki-Laki,1/30/1996 0:00,Surabaya,Teknik Informatika,2018
NIM01695,Mahasiswa_1695,Laki-Laki,9/24/1997 0:00,Medan,Akuntansi,2018
NIM01696,Mahasiswa_1696,Perempuan,4/17/2000 0:00,Yogyakarta,Teknik Informatika,2019
NIM01697,Mahasiswa_1697,Laki-Laki,11/28/2003 0:00,Yogyakarta,Akuntansi,2023
NIM01698,Mahasiswa_1698,Laki-Laki,3/31/2003 0:00,Jakarta,Teknik Informatika,2023
NIM01699,Mahasiswa_1699,Laki-Laki,7/24/2001 0:00,Medan,Akuntansi,2020
NIM01700,Mahasiswa_1700,Perempuan,8/8/1997 0:00,Jakarta,Kedokteran,2017
NIM01701,Mahasiswa_1701,Laki-Laki,4/4/1998 0:00,Medan,Manajemen,2022
NIM01702,Mahasiswa_1702,Perempuan,4/12/2000 0:00,Jakarta,Kedokteran,2017
NIM01703,Mahasiswa_1703,Laki-Laki,8/11/1999 0:00,Bandung,Teknik Informatika,2017
NIM01704,Mahasiswa_1704,Laki-Laki,7/4/1996 0:00,Surabaya,Hukum,2019
NIM01705,Mahasiswa_1705,Laki-Laki,7/2/2000 0:00,Surabaya,Kedokteran,2019
NIM01706,Mahasiswa_1706,Perempuan,6/11/1997 0:00,Yogyakarta,Manajemen,2021
NIM01707,Mahasiswa_1707,Laki-Laki,9/4/2002 0:00,Bandung,Teknik Informatika,2017
NIM01708,Mahasiswa_1708,Perempuan,1/31/1996 0:00,Surabaya,Kedokteran,2023
NIM01709,Mahasiswa_1709,Perempuan,2/21/1995 0:00,Yogyakarta,Akuntansi,2023
NIM01710,Mahasiswa_1710,Perempuan,12/11/2003 0:00,Bandung,Hukum,2017
NIM01711,Mahasiswa_1711,Laki-Laki,3/17/1997 0:00,Surabaya,Teknik Informatika,2019
NIM01712,Mahasiswa_1712,Laki-Laki,10/5/1995 0:00,Jakarta,Kedokteran,2019
NIM01713,Mahasiswa_1713,Laki-Laki,2/9/2001 0:00,Medan,Teknik Informatika,2021
NIM01714,Mahasiswa_1714,Laki-Laki,4/10/2004 0:00,Bandung,Akuntansi,2021
NIM01715,Mahasiswa_1715,Perempuan,4/21/1999 0:00,Yogyakarta,Manajemen,2018
NIM01716,Mahasiswa_1716,Perempuan,11/17/1999 0:00,Bandung,Kedokteran,2020
NIM01717,Mahasiswa_1717,Perempuan,9/6/1995 0:00,Yogyakarta,Teknik Informatika,2017
NIM01718,Mahasiswa_1718,Laki-Laki,7/10/2003 0:00,Bandung,Teknik Informatika,2023
NIM01719,Mahasiswa_1719,Perempuan,7/1/2001 0:00,Yogyakarta,Teknik Informatika,2017
NIM01720,Mahasiswa_1720,Laki-Laki,12/1/2002 0:00,Surabaya,Manajemen,2021
NIM01721,Mahasiswa_1721,Perempuan,7/28/2003 0:00,Jakarta,Teknik Informatika,2021
NIM01722,Mahasiswa_1722,Laki-Laki,1/22/2000 0:00,Surabaya,Hukum,2018
NIM01723,Mahasiswa_1723,Laki-Laki,6/15/1999 0:00,Jakarta,Hukum,2020
NIM01724,Mahasiswa_1724,Perempuan,4/8/2000 0:00,Surabaya,Teknik Informatika,2018
NIM01725,Mahasiswa_1725,Perempuan,7/26/1996 0:00,Surabaya,Hukum,2023
NIM01726,Mahasiswa_1726,Perempuan,1/8/1998 0:00,Bandung,Kedokteran,2020
NIM01727,Mahasiswa_1727,Perempuan,7/9/1997 0:00,Medan,Hukum,2022
NIM01728,Mahasiswa_1728,Laki-Laki,6/24/2001 0:00,Yogyakarta,Teknik Informatika,2017
NIM01729,Mahasiswa_1729,Perempuan,9/30/2003 0:00,Yogyakarta,Akuntansi,2018
NIM01730,Mahasiswa_1730,Perempuan,1/17/1999 0:00,Yogyakarta,Kedokteran,2021
NIM01731,Mahasiswa_1731,Perempuan,3/30/2000 0:00,Jakarta,Manajemen,2018
NIM01732,Mahasiswa_1732,Laki-Laki,5/20/2004 0:00,Yogyakarta,Teknik Informatika,2022
NIM01733,Mahasiswa_1733,Laki-Laki,5/24/1996 0:00,Yogyakarta,Manajemen,2018
NIM01734,Mahasiswa_1734,Perempuan,6/15/1997 0:00,Bandung,Akuntansi,2017
NIM01735,Mahasiswa_1735,Laki-Laki,12/3/1997 0:00,Surabaya,Manajemen,2022
NIM01736,Mahasiswa_1736,Perempuan,3/19/2003 0:00,Yogyakarta,Teknik Informatika,2021
NIM01737,Mahasiswa_1737,Laki-Laki,9/19/2001 0:00,Medan,Teknik Informatika,2021
NIM01738,Mahasiswa_1738,Laki-Laki,6/12/2002 0:00,Yogyakarta,Akuntansi,2019
NIM01739,Mahasiswa_1739,Laki-Laki,1/14/2004 0:00,Jakarta,Teknik Informatika,2022
NIM01740,Mahasiswa_1740,Laki-Laki,8/27/2003 0:00,Jakarta,Akuntansi,2019
NIM01741,Mahasiswa_1741,Perempuan,3/12/2000 0:00,Jakarta,Akuntansi,2019
NIM01742,Mahasiswa_1742,Perempuan,5/23/1998 0:00,Yogyakarta,Teknik Informatika,2017
NIM01743,Mahasiswa_1743,Perempuan,11/6/1995 0:00,Bandung,Hukum,2018
NIM01744,Mahasiswa_1744,Laki-Laki,10/10/2002 0:00,Medan,Akuntansi,2021
NIM01745,Mahasiswa_1745,Perempuan,9/26/2001 0:00,Yogyakarta,Teknik Informatika,2021
NIM01746,Mahasiswa_1746,Perempuan,8/28/1996 0:00,Bandung,Hukum,2018
NIM01747,Mahasiswa_1747,Perempuan,9/2/2002 0:00,Bandung,Akuntansi,2021
NIM01748,Mahasiswa_1748,Laki-Laki,6/12/1999 0:00,Yogyakarta,Hukum,2018
NIM01749,Mahasiswa_1749,Laki-Laki,3/1/2001 0:00,Yogyakarta,Kedokteran,2022
NIM01750,Mahasiswa_1750,Laki-Laki,1/6/1998 0:00,Bandung,Kedokteran,2017
NIM01751,Mahasiswa_1751,Perempuan,7/16/1999 0:00,Bandung,Hukum,2017
NIM01752,Mahasiswa_1752,Perempuan,2/27/2002 0:00,Bandung,Akuntansi,2023
NIM01753,Mahasiswa_1753,Perempuan,11/1/1995 0:00,Yogyakarta,Teknik Informatika,2017
NIM01754,Mahasiswa_1754,Laki-Laki,8/5/1995 0:00,Bandung,Manajemen,2018
NIM01755,Mahasiswa_1755,Laki-Laki,1/26/1998 0:00,Jakarta,Teknik Informatika,2023
NIM01756,Mahasiswa_1756,Perempuan,10/30/1997 0:00,Yogyakarta,Manajemen,2018
NIM01757,Mahasiswa_1757,Laki-Laki,1/5/2004 0:00,Jakarta,Manajemen,2020
NIM01758,Mahasiswa_1758,Laki-Laki,1/20/1996 0:00,Surabaya,Akuntansi,2023
NIM01759,Mahasiswa_1759,Laki-Laki,7/17/1997 0:00,Yogyakarta,Hukum,2021
NIM01760,Mahasiswa_1760,Laki-Laki,2/28/1995 0:00,Surabaya,Teknik Informatika,2021
NIM01761,Mahasiswa_1761,Perempuan,8/30/1995 0:00,Bandung,Hukum,2020
NIM01762,Mahasiswa_1762,Laki-Laki,5/25/2000 0:00,Bandung,Kedokteran,2020
NIM01763,Mahasiswa_1763,Laki-Laki,9/30/1999 0:00,Medan,Akuntansi,2017
NIM01764,Mahasiswa_1764,Laki-Laki,9/6/2002 0:00,Bandung,Akuntansi,2020
NIM01765,Mahasiswa_1765,Laki-Laki,1/14/1996 0:00,Surabaya,Kedokteran,2018
NIM01766,Mahasiswa_1766,Perempuan,1/13/1998 0:00,Bandung,Teknik Informatika,2019
NIM01767,Mahasiswa_1767,Perempuan,2/13/2002 0:00,Yogyakarta,Kedokteran,2018
NIM01768,Mahasiswa_1768,Laki-Laki,1/19/2000 0:00,Bandung,Teknik Informatika,2023
NIM01769,Mahasiswa_1769,Laki-Laki,3/4/1995 0:00,Medan,Manajemen,2020
NIM01770,Mahasiswa_1770,Laki-Laki,8/27/1998 0:00,Bandung,Akuntansi,2021
NIM01771,Mahasiswa_1771,Laki-Laki,12/3/1995 0:00,Surabaya,Teknik Informatika,2018
NIM01772,Mahasiswa_1772,Laki-Laki,4/9/1996 0:00,Surabaya,Hukum,2021
NIM01773,Mahasiswa_1773,Laki-Laki,6/12/1999 0:00,Bandung,Hukum,2018
NIM01774,Mahasiswa_1774,Perempuan,5/2/2002 0:00,Surabaya,Akuntansi,2021
NIM01775,Mahasiswa_1775,Laki-Laki,2/13/2002 0:00,Surabaya,Kedokteran,2022
NIM01776,Mahasiswa_1776,Perempuan,12/26/1997 0:00,Medan,Kedokteran,2018
NIM01777,Mahasiswa_1777,Perempuan,11/13/1998 0:00,Yogyakarta,Teknik Informatika,2023
NIM01778,Mahasiswa_1778,Laki-Laki,5/24/2004 0:00,Medan,Kedokteran,2021
NIM01779,Mahasiswa_1779,Perempuan,11/22/2000 0:00,Jakarta,Akuntansi,2019
NIM01780,Mahasiswa_1780,Perempuan,12/28/2004 0:00,Medan,Teknik Informatika,2023
NIM01781,Mahasiswa_1781,Perempuan,2/19/1997 0:00,Bandung,Manajemen,2017
NIM01782,Mahasiswa_1782,Perempuan,3/5/1996 0:00,Yogyakarta,Kedokteran,2018
NIM01783,Mahasiswa_1783,Perempuan,12/20/2000 0:00,Bandung,Kedokteran,2019
NIM01784,Mahasiswa_1784,Perempuan,10/15/1999 0:00,Jakarta,Teknik Informatika,2017
NIM01785,Mahasiswa_1785,Laki-Laki,6/12/2004 0:00,Yogyakarta,Hukum,2018
NIM01786,Mahasiswa_1786,Perempuan,5/21/1999 0:00,Surabaya,Kedokteran,2019
NIM01787,Mahasiswa_1787,Perempuan,11/9/2004 0:00,Medan,Akuntansi,2019
NIM01788,Mahasiswa_1788,Perempuan,5/8/1999 0:00,Bandung,Kedokteran,2023
NIM01789,Mahasiswa_1789,Laki-Laki,8/26/2004 0:00,Jakarta,Manajemen,2022
NIM01790,Mahasiswa_1790,Perempuan,11/20/1999 0:00,Surabaya,Kedokteran,2019
NIM01791,Mahasiswa_1791,Laki-Laki,10/23/1997 0:00,Medan,Hukum,2022
NIM01792,Mahasiswa_1792,Perempuan,7/6/2001 0:00,Surabaya,Kedokteran,2020
NIM01793,Mahasiswa_1793,Laki-Laki,7/26/2000 0:00,Medan,Teknik Informatika,2023
NIM01794,Mahasiswa_1794,Laki-Laki,8/8/1998 0:00,Yogyakarta,Kedokteran,2021
NIM01795,Mahasiswa_1795,Perempuan,7/8/1996 0:00,Surabaya,Hukum,2023
NIM01796,Mahasiswa_1796,Perempuan,12/12/2003 0:00,Surabaya,Teknik Informatika,2017
NIM01797,Mahasiswa_1797,Laki-Laki,10/11/1995 0:00,Surabaya,Akuntansi,2021
NIM01798,Mahasiswa_1798,Perempuan,12/18/1998 0:00,Yogyakarta,Teknik Informatika,2021
NIM01799,Mahasiswa_1799,Laki-Laki,8/25/1995 0:00,Jakarta,Manajemen,2022
NIM01800,Mahasiswa_1800,Laki-Laki,7/12/2000 0:00,Medan,Teknik Informatika,2021
NIM01801,Mahasiswa_1801,Laki-Laki,10/14/1998 0:00,Surabaya,Akuntansi,2019
NIM01802,Mahasiswa_1802,Laki-Laki,9/16/1999 0:00,Yogyakarta,Kedokteran,2022
NIM01803,Mahasiswa_1803,Laki-Laki,9/3/1999 0:00,Jakarta,Teknik Informatika,2021
NIM01804,Mahasiswa_1804,Perempuan,5/16/2003 0:00,Medan,Teknik Informatika,2022
NIM01805,Mahasiswa_1805,Laki-Laki,10/7/1995 0:00,Yogyakarta,Teknik Informatika,2020
NIM01806,Mahasiswa_1806,Laki-Laki,9/27/1996 0:00,Medan,Teknik Informatika,2022
NIM01807,Mahasiswa_1807,Perempuan,6/19/2000 0:00,Surabaya,Akuntansi,2018
NIM01808,Mahasiswa_1808,Laki-Laki,6/8/1999 0:00,Jakarta,Hukum,2019
NIM01809,Mahasiswa_1809,Perempuan,7/20/2001 0:00,Yogyakarta,Hukum,2017
NIM01810,Mahasiswa_1810,Perempuan,2/14/1997 0:00,Jakarta,Teknik Informatika,2018
NIM01811,Mahasiswa_1811,Perempuan,9/21/1997 0:00,Surabaya,Akuntansi,2018
NIM01812,Mahasiswa_1812,Laki-Laki,3/11/2004 0:00,Jakarta,Akuntansi,2018
NIM01813,Mahasiswa_1813,Laki-Laki,12/29/1996 0:00,Jakarta,Teknik Informatika,2021
NIM01814,Mahasiswa_1814,Laki-Laki,4/13/1997 0:00,Bandung,Manajemen,2022
NIM01815,Mahasiswa_1815,Perempuan,5/4/2004 0:00,Jakarta,Teknik Informatika,2022
NIM01816,Mahasiswa_1816,Laki-Laki,11/9/1995 0:00,Medan,Manajemen,2023
NIM01817,Mahasiswa_1817,Perempuan,10/13/1999 0:00,Yogyakarta,Teknik Informatika,2021
NIM01818,Mahasiswa_1818,Laki-Laki,8/18/1999 0:00,Bandung,Manajemen,2019
NIM01819,Mahasiswa_1819,Perempuan,5/26/2001 0:00,Yogyakarta,Manajemen,2021
NIM01820,Mahasiswa_1820,Laki-Laki,7/16/1998 0:00,Yogyakarta,Teknik Informatika,2021
NIM01821,Mahasiswa_1821,Laki-Laki,8/9/1997 0:00,Surabaya,Manajemen,2021
NIM01822,Mahasiswa_1822,Laki-Laki,3/1/1995 0:00,Surabaya,Kedokteran,2019
NIM01823,Mahasiswa_1823,Perempuan,4/8/2002 0:00,Bandung,Hukum,2023
NIM01824,Mahasiswa_1824,Perempuan,6/20/1997 0:00,Surabaya,Akuntansi,2019
NIM01825,Mahasiswa_1825,Laki-Laki,6/21/1996 0:00,Surabaya,Manajemen,2020
NIM01826,Mahasiswa_1826,Laki-Laki,5/31/1998 0:00,Surabaya,Manajemen,2023
NIM01827,Mahasiswa_1827,Perempuan,12/16/1997 0:00,Yogyakarta,Akuntansi,2020
NIM01828,Mahasiswa_1828,Perempuan,5/2/1995 0:00,Bandung,Manajemen,2020
NIM01829,Mahasiswa_1829,Perempuan,4/18/1997 0:00,Yogyakarta,Akuntansi,2020
NIM01830,Mahasiswa_1830,Laki-Laki,1/4/1996 0:00,Medan,Teknik Informatika,2022
NIM01831,Mahasiswa_1831,Perempuan,4/3/2002 0:00,Yogyakarta,Kedokteran,2018
NIM01832,Mahasiswa_1832,Laki-Laki,1/6/2000 0:00,Medan,Kedokteran,2018
NIM01833,Mahasiswa_1833,Perempuan,10/15/2003 0:00,Jakarta,Hukum,2020
NIM01834,Mahasiswa_1834,Laki-Laki,4/16/2002 0:00,Jakarta,Manajemen,2020
NIM01835,Mahasiswa_1835,Perempuan,5/25/2004 0:00,Medan,Hukum,2017
NIM01836,Mahasiswa_1836,Perempuan,9/28/1997 0:00,Medan,Teknik Informatika,2018
NIM01837,Mahasiswa_1837,Perempuan,4/6/1999 0:00,Yogyakarta,Kedokteran,2017
NIM01838,Mahasiswa_1838,Perempuan,8/17/2001 0:00,Medan,Teknik Informatika,2023
NIM01839,Mahasiswa_1839,Perempuan,7/21/1999 0:00,Bandung,Teknik Informatika,2017
NIM01840,Mahasiswa_1840,Laki-Laki,7/31/2002 0:00,Jakarta,Manajemen,2021
NIM01841,Mahasiswa_1841,Perempuan,1/6/1999 0:00,Jakarta,Teknik Informatika,2022
NIM01842,Mahasiswa_1842,Perempuan,4/22/1995 0:00,Medan,Kedokteran,2023
NIM01843,Mahasiswa_1843,Perempuan,11/19/1999 0:00,Surabaya,Hukum,2019
NIM01844,Mahasiswa_1844,Laki-Laki,4/16/1998 0:00,Surabaya,Kedokteran,2018
NIM01845,Mahasiswa_1845,Perempuan,5/18/2000 0:00,Medan,Manajemen,2020
NIM01846,Mahasiswa_1846,Laki-Laki,10/26/1997 0:00,Bandung,Kedokteran,2023
NIM01847,Mahasiswa_1847,Perempuan,4/6/1999 0:00,Surabaya,Akuntansi,2020
NIM01848,Mahasiswa_1848,Perempuan,12/2/1996 0:00,Medan,Hukum,2019
NIM01849,Mahasiswa_1849,Laki-Laki,10/23/2000 0:00,Bandung,Akuntansi,2023
NIM01850,Mahasiswa_1850,Perempuan,8/1/2000 0:00,Bandung,Akuntansi,2018
NIM01851,Mahasiswa_1851,Laki-Laki,10/18/1999 0:00,Yogyakarta,Manajemen,2023
NIM01852,Mahasiswa_1852,Laki-Laki,1/22/2000 0:00,Bandung,Teknik Informatika,2020
NIM01853,Mahasiswa_1853,Perempuan,7/12/2001 0:00,Surabaya,Akuntansi,2020
NIM01854,Mahasiswa_1854,Laki-Laki,5/30/1999 0:00,Surabaya,Kedokteran,2021
NIM01855,Mahasiswa_1855,Perempuan,9/4/1995 0:00,Medan,Teknik Informatika,2017
NIM01856,Mahasiswa_1856,Perempuan,9/24/2002 0:00,Medan,Kedokteran,2023
NIM01857,Mahasiswa_1857,Laki-Laki,9/8/1998 0:00,Bandung,Kedokteran,2020
NIM01858,Mahasiswa_1858,Laki-Laki,1/3/2003 0:00,Jakarta,Teknik Informatika,2022
NIM01859,Mahasiswa_1859,Laki-Laki,11/11/2004 0:00,Yogyakarta,Teknik Informatika,2018
NIM01860,Mahasiswa_1860,Laki-Laki,3/16/2000 0:00,Jakarta,Kedokteran,2022
NIM01861,Mahasiswa_1861,Perempuan,3/28/1995 0:00,Bandung,Manajemen,2019
NIM01862,Mahasiswa_1862,Perempuan,9/27/1997 0:00,Bandung,Hukum,2023
NIM01863,Mahasiswa_1863,Laki-Laki,8/13/1997 0:00,Jakarta,Hukum,2021
NIM01864,Mahasiswa_1864,Perempuan,1/18/2004 0:00,Yogyakarta,Manajemen,2018
NIM01865,Mahasiswa_1865,Perempuan,4/23/1998 0:00,Jakarta,Teknik Informatika,2021
NIM01866,Mahasiswa_1866,Perempuan,9/7/2000 0:00,Medan,Kedokteran,2017
NIM01867,Mahasiswa_1867,Perempuan,8/21/2001 0:00,Surabaya,Hukum,2020
NIM01868,Mahasiswa_1868,Laki-Laki,11/24/2004 0:00,Medan,Kedokteran,2018
NIM01869,Mahasiswa_1869,Laki-Laki,10/6/1998 0:00,Surabaya,Manajemen,2019
NIM01870,Mahasiswa_1870,Perempuan,7/20/2000 0:00,Bandung,Kedokteran,2023
NIM01871,Mahasiswa_1871,Laki-Laki,3/24/1995 0:00,Yogyakarta,Manajemen,2017
NIM01872,Mahasiswa_1872,Laki-Laki,5/5/2002 0:00,Jakarta,Teknik Informatika,2017
NIM01873,Mahasiswa_1873,Laki-Laki,6/24/2001 0:00,Yogyakarta,Manajemen,2021
NIM01874,Mahasiswa_1874,Perempuan,3/10/2003 0:00,Jakarta,Manajemen,2017
NIM01875,Mahasiswa_1875,Perempuan,2/16/1997 0:00,Medan,Hukum,2018
NIM01876,Mahasiswa_1876,Perempuan,9/12/1996 0:00,Medan,Kedokteran,2021
NIM01877,Mahasiswa_1877,Laki-Laki,8/3/1995 0:00,Jakarta,Hukum,2017
NIM01878,Mahasiswa_1878,Perempuan,1/30/1997 0:00,Yogyakarta,Akuntansi,2023
NIM01879,Mahasiswa_1879,Perempuan,10/8/1999 0:00,Jakarta,Manajemen,2019
NIM01880,Mahasiswa_1880,Laki-Laki,8/24/1996 0:00,Bandung,Akuntansi,2023
NIM01881,Mahasiswa_1881,Perempuan,9/5/1997 0:00,Medan,Hukum,2022
NIM01882,Mahasiswa_1882,Perempuan,1/25/1998 0:00,Bandung,Kedokteran,2018
NIM01883,Mahasiswa_1883,Laki-Laki,3/15/2001 0:00,Medan,Hukum,2019
NIM01884,Mahasiswa_1884,Laki-Laki,7/25/1997 0:00,Medan,Kedokteran,2019
NIM01885,Mahasiswa_1885,Laki-Laki,11/10/2003 0:00,Surabaya,Kedokteran,2021
NIM01886,Mahasiswa_1886,Perempuan,4/4/2002 0:00,Bandung,Teknik Informatika,2020
NIM01887,Mahasiswa_1887,Perempuan,5/7/1998 0:00,Bandung,Manajemen,2021
NIM01888,Mahasiswa_1888,Perempuan,1/25/1995 0:00,Surabaya,Hukum,2018
NIM01889,Mahasiswa_1889,Laki-Laki,11/30/1995 0:00,Yogyakarta,Kedokteran,2018
NIM01890,Mahasiswa_1890,Laki-Laki,12/21/1995 0:00,Bandung,Hukum,2021
NIM01891,Mahasiswa_1891,Perempuan,4/26/1995 0:00,Jakarta,Hukum,2020
NIM01892,Mahasiswa_1892,Perempuan,2/17/2002 0:00,Surabaya,Kedokteran,2023
NIM01893,Mahasiswa_1893,Laki-Laki,8/14/1997 0:00,Bandung,Akuntansi,2021
NIM01894,Mahasiswa_1894,Laki-Laki,9/22/2000 0:00,Yogyakarta,Manajemen,2018
NIM01895,Mahasiswa_1895,Laki-Laki,4/9/1997 0:00,Bandung,Manajemen,2020
NIM01896,Mahasiswa_1896,Laki-Laki,1/11/1999 0:00,Medan,Teknik Informatika,2018
NIM01897,Mahasiswa_1897,Perempuan,3/26/2001 0:00,Jakarta,Teknik Informatika,2020
NIM01898,Mahasiswa_1898,Laki-Laki,8/1/1996 0:00,Surabaya,Teknik Informatika,2020
NIM01899,Mahasiswa_1899,Perempuan,6/21/2000 0:00,Medan,Manajemen,2021
NIM01900,Mahasiswa_1900,Perempuan,7/27/2000 0:00,Yogyakarta,Akuntansi,2021
NIM01901,Mahasiswa_1901,Perempuan,3/5/1997 0:00,Medan,Manajemen,2021
NIM01902,Mahasiswa_1902,Laki-Laki,9/14/2000 0:00,Medan,Manajemen,2020
NIM01903,Mahasiswa_1903,Laki-Laki,11/27/2004 0:00,Yogyakarta,Manajemen,2020
NIM01904,Mahasiswa_1904,Laki-Laki,4/30/2004 0:00,Medan,Manajemen,2018
NIM01905,Mahasiswa_1905,Laki-Laki,10/25/1999 0:00,Surabaya,Akuntansi,2019
NIM01906,Mahasiswa_1906,Perempuan,2/23/1996 0:00,Bandung,Teknik Informatika,2021
NIM01907,Mahasiswa_1907,Laki-Laki,11/27/2003 0:00,Medan,Hukum,2022
NIM01908,Mahasiswa_1908,Laki-Laki,9/29/2002 0:00,Surabaya,Teknik Informatika,2018
NIM01909,Mahasiswa_1909,Perempuan,8/29/1997 0:00,Bandung,Teknik Informatika,2018
NIM01910,Mahasiswa_1910,Laki-Laki,8/31/2002 0:00,Bandung,Hukum,2017
NIM01911,Mahasiswa_1911,Perempuan,1/18/2003 0:00,Medan,Manajemen,2021
NIM01912,Mahasiswa_1912,Perempuan,7/6/1997 0:00,Surabaya,Akuntansi,2023
NIM01913,Mahasiswa_1913,Perempuan,12/12/1997 0:00,Medan,Akuntansi,2018
NIM01914,Mahasiswa_1914,Perempuan,5/23/1996 0:00,Yogyakarta,Teknik Informatika,2017
NIM01915,Mahasiswa_1915,Perempuan,9/19/2002 0:00,Bandung,Hukum,2022
NIM01916,Mahasiswa_1916,Perempuan,12/29/2004 0:00,Medan,Kedokteran,2022
NIM01917,Mahasiswa_1917,Perempuan,8/27/1995 0:00,Bandung,Manajemen,2023
NIM01918,Mahasiswa_1918,Perempuan,10/31/2002 0:00,Surabaya,Teknik Informatika,2021
NIM01919,Mahasiswa_1919,Laki-Laki,10/25/2001 0:00,Jakarta,Akuntansi,2020
NIM01920,Mahasiswa_1920,Laki-Laki,3/17/2001 0:00,Medan,Hukum,2017
NIM01921,Mahasiswa_1921,Laki-Laki,7/7/1997 0:00,Medan,Hukum,2020
NIM01922,Mahasiswa_1922,Laki-Laki,11/29/1995 0:00,Bandung,Teknik Informatika,2022
NIM01923,Mahasiswa_1923,Perempuan,9/3/1998 0:00,Surabaya,Kedokteran,2022
NIM01924,Mahasiswa_1924,Laki-Laki,5/10/2003 0:00,Yogyakarta,Akuntansi,2019
NIM01925,Mahasiswa_1925,Perempuan,11/11/1999 0:00,Surabaya,Teknik Informatika,2019
NIM01926,Mahasiswa_1926,Laki-Laki,10/10/1995 0:00,Medan,Kedokteran,2023
NIM01927,Mahasiswa_1927,Laki-Laki,3/20/1999 0:00,Yogyakarta,Hukum,2019
NIM01928,Mahasiswa_1928,Laki-Laki,3/13/2002 0:00,Surabaya,Manajemen,2019
NIM01929,Mahasiswa_1929,Perempuan,9/20/2002 0:00,Jakarta,Akuntansi,2023
NIM01930,Mahasiswa_1930,Laki-Laki,7/10/1999 0:00,Bandung,Akuntansi,2018
NIM01931,Mahasiswa_1931,Perempuan,3/4/2003 0:00,Surabaya,Kedokteran,2019
NIM01932,Mahasiswa_1932,Perempuan,1/12/1995 0:00,Surabaya,Teknik Informatika,2018
NIM01933,Mahasiswa_1933,Laki-Laki,5/21/1998 0:00,Jakarta,Hukum,2018
NIM01934,Mahasiswa_1934,Laki-Laki,9/11/1997 0:00,Medan,Kedokteran,2021
NIM01935,Mahasiswa_1935,Laki-Laki,2/12/1996 0:00,Bandung,Manajemen,2018
NIM01936,Mahasiswa_1936,Perempuan,1/17/2002 0:00,Surabaya,Manajemen,2018
NIM01937,Mahasiswa_1937,Laki-Laki,3/4/2001 0:00,Yogyakarta,Manajemen,2019
NIM01938,Mahasiswa_1938,Perempuan,9/10/2003 0:00,Surabaya,Kedokteran,2018
NIM01939,Mahasiswa_1939,Perempuan,10/18/1996 0:00,Bandung,Hukum,2020
NIM01940,Mahasiswa_1940,Laki-Laki,1/8/1998 0:00,Surabaya,Akuntansi,2023
NIM01941,Mahasiswa_1941,Laki-Laki,11/20/2000 0:00,Jakarta,Teknik Informatika,2019
NIM01942,Mahasiswa_1942,Perempuan,3/31/1997 0:00,Surabaya,Akuntansi,2023
NIM01943,Mahasiswa_1943,Perempuan,7/27/2002 0:00,Surabaya,Hukum,2017
NIM01944,Mahasiswa_1944,Perempuan,10/19/1997 0:00,Yogyakarta,Akuntansi,2019
